net,length_um
_01466_,27.26
_02828_,27.26
_03428_,27.26
_05369_,27.26
_01310_,27.24
_03233_,27.2
_04955_,27.2
_04763_,27.18
_05684_,27.17
_04948_,27.16
_04131_,27.14
_02520_,27.1
_05279_,27.09
_00632_,27.06
_05542_,27.04
_03199_,27.02
_04252_,27.02
_04949_,27
_00864_,26.98
net173,26.98
_02144_,26.96
_02689_,26.96
_03941_,26.96
_03240_,26.94
_05510_,26.88
_03938_,26.87
_02012_,26.86
_05085_,26.86
_01223_,26.82
_04000_,26.82
_03488_,26.8
_05294_,26.8
_01320_,26.77
_05665_,26.74
_04224_,26.72
net144,26.72
_04337_,26.69
_01089_,26.665
_04010_,26.66
_04720_,26.66
_00183_,26.64
_02070_,26.64
_03933_,26.64
_01585_,26.58
_00311_,26.52
_03134_,26.52
_01819_,26.43
_04425_,26.43
_00322_,26.4
_04350_,26.4
_00331_,26.38
_01512_,26.38
_04479_,26.38
_00211_,26.36
_00807_,26.36
_01751_,26.36
_02341_,26.36
_04420_,26.36
_04796_,26.36
_00112_,26.34
_03721_,26.34
_04756_,26.34
_04208_,26.32
net68,26.3
_03787_,26.235
_01164_,26.22
_01938_,26.22
_03580_,26.2
_04984_,26.18
_02479_,26.16
_03002_,26.16
_03877_,26.16
_04892_,26.16
_02087_,26.14
_04293_,26.1
_00647_,26.06
_04536_,26.04
_05312_,26.04
_03442_,26.02
_05299_,26.02
_04338_,25.98
_03421_,25.96
_02366_,25.94
_03591_,25.94
_04113_,25.92
_00729_,25.91
_01591_,25.9
_04798_,25.88
_04190_,25.87
_02084_,25.86
_04409_,25.82
_00819_,25.81
_03879_,25.8
_02618_,25.76
_04112_,25.76
_05568_,25.74
_03774_,25.735
_04570_,25.72
net142,25.72
_04114_,25.71
_04176_,25.7
_05473_,25.7
_04772_,25.675
_00514_,25.64
_02504_,25.62
_00173_,25.6
_01516_,25.58
_03497_,25.56
_04032_,25.515
_00728_,25.44
_02693_,25.44
_04399_,25.44
_00905_,25.42
_04339_,25.38
_04659_,25.38
_00368_,25.36
_02336_,25.36
_02468_,25.36
_03459_,25.32
_00256_,25.3
_02848_,25.28
_04615_,25.28
_03915_,25.22
_03005_,25.2
_00447_,25.18
_02928_,25.175
_03629_,25.16
_04104_,25.14
_04677_,25.14
_05437_,25.13
_03183_,25.12
_03884_,25.12
_00629_,25.1
_03862_,25.1
_01129_,25.06
_00040_,25.02
_03576_,25.02
_02858_,25
_04799_,24.98
_04707_,24.96
_01894_,24.92
_04286_,24.92
_01641_,24.91
_01622_,24.9
_05516_,24.9
_02001_,24.865
_01443_,24.86
_00381_,24.84
_00507_,24.84
_03631_,24.82
_04319_,24.82
_04526_,24.8
_00020_,24.78
_02255_,24.78
_00972_,24.76
_02518_,24.76
_05045_,24.76
_05650_,24.76
_03432_,24.73
_02836_,24.72
_02608_,24.68
_02851_,24.66
_03816_,24.66
_03648_,24.64
_04194_,24.64
_04329_,24.64
_04014_,24.62
_01688_,24.6
_02909_,24.6
_04326_,24.6
_03451_,24.58
_04119_,24.58
_00363_,24.56
_05351_,24.54
_01966_,24.52
_02905_,24.52
_05562_,24.5
_01642_,24.46
_01928_,24.44
_04816_,24.44
_05013_,24.44
_03817_,24.43
_02736_,24.42
_01157_,24.4
_03269_,24.4
_04825_,24.4
_01409_,24.36
_04494_,24.36
_05397_,24.36
_01519_,24.34
_01577_,24.34
_03628_,24.34
_00961_,24.32
_03683_,24.32
_04823_,24.32
_00418_,24.3
_03165_,24.3
_04416_,24.3
_01689_,24.28
_04369_,24.28
_02002_,24.26
_04501_,24.26
_04695_,24.26
_02760_,24.24
_03493_,24.24
_00231_,24.22
_00290_,24.22
_03778_,24.22
_05474_,24.22
_01758_,24.18
_03314_,24.18
_04616_,24.17
_00663_,24.16
_05509_,24.12
_00147_,24.1
_03257_,24.1
_04123_,24.1
_01778_,24.08
_02737_,24.06
_05368_,24.02
_02015_,24
_02139_,23.97
_03599_,23.97
_03571_,23.96
_04175_,23.96
_05433_,23.96
_03743_,23.935
_04484_,23.93
_00370_,23.92
_05605_,23.92
_01146_,23.88
_02402_,23.88
_05090_,23.88
_00207_,23.86
_00453_,23.86
_00011_,23.82
_02042_,23.82
_00071_,23.81
_04773_,23.8
net122,23.8
_01158_,23.78
_04219_,23.765
_05612_,23.76
_04780_,23.74
_03969_,23.72
_04555_,23.72
_05435_,23.7
_00809_,23.68
_03770_,23.675
_03897_,23.66
_03899_,23.66
_04980_,23.66
_04521_,23.64
_03103_,23.58
_03760_,23.56
_01330_,23.54
_02648_,23.54
_02638_,23.52
_04689_,23.52
_00245_,23.5
_03232_,23.5
_03413_,23.5
_05088_,23.5
_01871_,23.48
_01913_,23.48
_01931_,23.48
_04052_,23.48
_00920_,23.47
_02782_,23.44
_04024_,23.41
_04107_,23.4
_04597_,23.4
_03705_,23.38
_02885_,23.36
_01829_,23.34
_03388_,23.34
_00932_,23.33
_00919_,23.32
_04917_,23.32
_04789_,23.3
_02024_,23.29
_03891_,23.28
_04013_,23.28
_00117_,23.26
_04459_,23.26
_01485_,23.22
_01785_,23.22
_02740_,23.22
_03213_,23.2
_00039_,23.18
_00862_,23.18
_03320_,23.18
_03107_,23.13
_02369_,23.1
_03651_,23.1
_04161_,23.1
_01590_,23.07
_01571_,23.06
_03328_,23.06
_04009_,23.06
_04453_,23.055
_03534_,23.04
_05095_,23.04
_00218_,23.02
_00452_,23.02
_02152_,23.02
_03360_,23.02
_01618_,23.01
_03644_,23
_03369_,22.995
_03633_,22.98
_03848_,22.96
_03949_,22.96
_04869_,22.94
_00047_,22.92
_01876_,22.92
_03079_,22.9
_00789_,22.85
_00417_,22.84
_00599_,22.84
_04681_,22.84
_04897_,22.84
_01817_,22.82
_01323_,22.78
_01305_,22.76
_03935_,22.76
_04517_,22.74
_03529_,22.735
_00103_,22.72
_00124_,22.72
_01208_,22.72
_03560_,22.72
_05604_,22.7
_02819_,22.68
_01638_,22.655
_03095_,22.63
_01078_,22.62
_03558_,22.62
_02056_,22.6
_01461_,22.52
_03973_,22.505
_02564_,22.5
_02603_,22.5
_01138_,22.48
_02215_,22.48
_02391_,22.48
_00208_,22.46
_02538_,22.46
_02870_,22.46
_02884_,22.46
_03126_,22.44
_01776_,22.42
_05329_,22.42
_05415_,22.42
_01012_,22.38
_03312_,22.38
_01381_,22.36
_01736_,22.35
_02312_,22.35
_00553_,22.34
_03886_,22.32
_03904_,22.32
_03209_,22.3
_02649_,22.22
_04106_,22.22
_05005_,22.205
_03009_,22.2
_01406_,22.19
_01547_,22.18
_02373_,22.16
_02856_,22.16
_03286_,22.16
_04355_,22.16
_02892_,22.14
_04262_,22.14
_00006_,22.13
_01126_,22.1
_01473_,22.09
_01334_,22.06
_02886_,22.06
_04291_,22.06
_05390_,22.06
_02544_,22.04
_04749_,22.04
mcand[24],22.04
_03660_,22.02
_04274_,22.02
_01427_,22
_01660_,22
_03496_,22
_00845_,21.98
_04345_,21.98
_02224_,21.96
_03766_,21.96
_04928_,21.94
_02204_,21.92
_01821_,21.915
_05103_,21.915
_00030_,21.9
_04297_,21.9
_05268_,21.9
_00070_,21.89
_00719_,21.88
_01874_,21.88
_04527_,21.88
_00585_,21.875
_02150_,21.86
_03093_,21.84
_05012_,21.84
_05520_,21.84
_04086_,21.815
_01368_,21.8
_04881_,21.8
_05634_,21.8
_03516_,21.79
_03533_,21.76
_05661_,21.72
_01152_,21.7
_02148_,21.7
_00555_,21.66
_04714_,21.655
_02799_,21.64
_02816_,21.63
_01319_,21.62
_01494_,21.62
_03054_,21.62
_02585_,21.6
_02948_,21.6
_03783_,21.56
_05611_,21.56
_01464_,21.54
_05179_,21.54
_03230_,21.52
_01936_,21.51
_03730_,21.5
_04209_,21.5
_04368_,21.48
_02339_,21.45
_01996_,21.44
_03115_,21.42
_00943_,21.4
_00420_,21.38
_04143_,21.38
_03659_,21.36
_03992_,21.36
_04002_,21.34
_04553_,21.32
_03902_,21.3
_04906_,21.295
net138,21.29
_02117_,21.28
_03538_,21.28
_00109_,21.26
_04088_,21.25
_00451_,21.24
_00733_,21.24
_05252_,21.24
_04876_,21.22
_01013_,21.2
_03304_,21.2
_04610_,21.2
_05514_,21.2
_00121_,21.18
_01444_,21.18
_02118_,21.16
_03048_,21.16
_00013_,21.14
_00113_,21.14
_00341_,21.14
_01506_,21.14
_04533_,21.12
_00852_,21.1
_02190_,21.1
_03330_,21.1
_02164_,21.08
_00227_,21.04
_02009_,21.04
_04580_,21.04
_00359_,21.02
_03473_,21.02
_04343_,21.02
_04785_,21.02
_05547_,21
_01728_,20.96
_02309_,20.96
_03305_,20.96
_03461_,20.96
_03550_,20.92
_05666_,20.92
_00573_,20.905
_00244_,20.9
_02140_,20.88
_02517_,20.88
_01531_,20.84
_03044_,20.84
_04608_,20.84
_01877_,20.82
_00352_,20.78
_01024_,20.78
_01932_,20.78
_03548_,20.78
_01796_,20.76
_03000_,20.76
_04700_,20.76
_02225_,20.74
_04124_,20.74
_05501_,20.74
_02841_,20.735
_03455_,20.72
_02744_,20.7
_01599_,20.68
_02399_,20.68
_02362_,20.66
_03920_,20.66
_04096_,20.66
_05614_,20.66
_03790_,20.64
_03819_,20.64
_05084_,20.64
_02637_,20.635
_02097_,20.62
_03908_,20.6
_04787_,20.6
_00557_,20.595
_01518_,20.58
_01883_,20.58
_02906_,20.58
_04391_,20.58
_01407_,20.54
_03068_,20.54
_05561_,20.54
_03029_,20.52
_05450_,20.52
_04430_,20.46
_04475_,20.46
_03687_,20.44
net163,20.44
_03112_,20.42
_04316_,20.42
_00859_,20.4
_01471_,20.4
_02453_,20.4
_04419_,20.4
_04412_,20.38
_01907_,20.36
_01897_,20.34
_02086_,20.34
_02218_,20.34
_02779_,20.34
_03409_,20.34
_00320_,20.32
_00014_,20.28
_01971_,20.28
_03734_,20.28
_03357_,20.26
_02575_,20.24
_04016_,20.22
_00217_,20.205
_00174_,20.2
_00043_,20.18
_01015_,20.18
_01787_,20.18
_03035_,20.18
_01316_,20.16
_01653_,20.16
_03582_,20.16
_03719_,20.16
_04288_,20.16
_02602_,20.14
_00922_,20.12
_01645_,20.12
_02203_,20.12
_02680_,20.12
_03361_,20.12
_04455_,20.12
_04685_,20.12
_05512_,20.1
_00342_,20.08
_03980_,20.08
_04680_,20.06
_00512_,20.04
_01165_,20.04
_05439_,20.015
_01244_,20
_01472_,20
_01723_,20
_05000_,20
_05375_,20
_04877_,19.98
_02085_,19.97
_00481_,19.96
_01992_,19.96
_00388_,19.94
_03937_,19.94
_04690_,19.94
_05441_,19.92
_02202_,19.9
_02882_,19.9
_00788_,19.88
_05047_,19.86
_05394_,19.86
_05678_,19.86
_00522_,19.84
_04051_,19.82
_03652_,19.8
_03881_,19.8
_03577_,19.765
_02817_,19.76
_04081_,19.76
_00584_,19.74
_00851_,19.74
_04321_,19.74
_00108_,19.72
_01011_,19.72
_02619_,19.72
_02652_,19.72
_01559_,19.715
_04468_,19.71
_00386_,19.7
_05139_,19.7
_04340_,19.68
_01830_,19.665
_00596_,19.66
_01954_,19.66
_03050_,19.66
_04932_,19.66
_04332_,19.65
_03823_,19.64
_03929_,19.64
_03260_,19.62
_01570_,19.61
_02147_,19.58
_04470_,19.58
_04751_,19.58
_00107_,19.57
_01333_,19.56
_04068_,19.56
_01404_,19.52
_04094_,19.5
_00316_,19.46
_00675_,19.46
_02344_,19.46
_04745_,19.46
_05223_,19.46
_03439_,19.42
_05007_,19.42
_04710_,19.4
_04769_,19.4
_00324_,19.38
_01779_,19.38
_02985_,19.38
_03741_,19.38
_04565_,19.38
_01451_,19.36
_00176_,19.34
_00946_,19.34
_05629_,19.34
_00266_,19.335
_04354_,19.32
_05674_,19.32
_00741_,19.3
_02020_,19.3
_02780_,19.3
_03697_,19.3
_03851_,19.3
_02291_,19.28
_03996_,19.28
_03747_,19.275
_01534_,19.26
_05597_,19.26
_01035_,19.24
_01962_,19.24
_01308_,19.22
_02155_,19.22
_03309_,19.22
_01834_,19.2
_03431_,19.2
_00018_,19.18
_02808_,19.18
_05314_,19.18
_05371_,19.18
_02818_,19.17
_02527_,19.16
_00661_,19.15
_01797_,19.14
_02214_,19.14
_05249_,19.14
_00731_,19.125
_05576_,19.12
_01314_,19.115
_02741_,19.11
_01463_,19.09
_00890_,19.085
_00463_,19.08
_04719_,19.08
_04859_,19.08
_05259_,19.08
_00277_,19.06
_05272_,19.02
_04019_,19.01
_02449_,19
_04427_,18.99
_00410_,18.98
_03625_,18.98
_03955_,18.98
_05079_,18.98
_01318_,18.96
_03196_,18.96
_04126_,18.96
_00072_,18.94
_02193_,18.94
_04027_,18.94
_00746_,18.935
_00600_,18.92
_03779_,18.92
_04469_,18.92
_04809_,18.92
_05606_,18.92
_04290_,18.9
_04653_,18.9
_01895_,18.88
_00775_,18.86
_04947_,18.86
_04370_,18.82
_01843_,18.79
_02313_,18.78
_03696_,18.78
_01341_,18.76
_04292_,18.76
_02353_,18.74
_04602_,18.74
_02433_,18.72
_03137_,18.695
_03608_,18.66
_01532_,18.64
_00223_,18.62
_01090_,18.62
_01433_,18.62
_02372_,18.62
_05643_,18.62
_04271_,18.6
_02674_,18.595
_03200_,18.58
_01049_,18.57
_01440_,18.56
_02656_,18.54
_04017_,18.54
_04687_,18.54
_01241_,18.52
_01233_,18.5
_01365_,18.5
_03362_,18.5
_04269_,18.5
_02927_,18.48
_03623_,18.48
_04645_,18.48
_01401_,18.47
_00111_,18.46
_01324_,18.46
_01677_,18.46
_01687_,18.46
_03154_,18.455
_05506_,18.44
_03836_,18.42
_02057_,18.4
_05694_,18.4
_01188_,18.38
_01424_,18.36
_04673_,18.36
_02184_,18.34
_04239_,18.3
_01816_,18.28
net147,18.28
_01091_,18.26
_01122_,18.26
_03390_,18.26
_03603_,18.26
_00376_,18.24
_00477_,18.24
_02530_,18.24
_04172_,18.24
_05672_,18.24
_03400_,18.22
_00253_,18.2
_03017_,18.2
_03535_,18.2
_01740_,18.16
_01741_,18.16
_02123_,18.16
_02908_,18.16
_04244_,18.16
_00814_,18.155
_03281_,18.14
_05107_,18.14
_00002_,18.12
_00010_,18.12
_01093_,18.12
_00877_,18.1
_05451_,18.1
_05519_,18.1
_03225_,18.08
_03371_,18.06
_05428_,18.02
_02030_,18
_01117_,17.98
_03289_,17.98
_01186_,17.975
_02201_,17.96
_03236_,17.96
_04035_,17.96
_04621_,17.96
_04625_,17.96
_00265_,17.94
_00648_,17.94
_01180_,17.94
_05334_,17.94
_01245_,17.92
_03494_,17.92
_02130_,17.9
_02159_,17.9
_03876_,17.9
_04987_,17.9
_05630_,17.9
_02187_,17.88
_04450_,17.86
_00007_,17.84
_01806_,17.84
_05186_,17.84
_00220_,17.82
_00720_,17.82
_04222_,17.82
_05554_,17.82
_00475_,17.78
_02918_,17.78
_02016_,17.77
_00680_,17.76
_01285_,17.76
_03259_,17.76
_04794_,17.76
_03249_,17.75
_01627_,17.74
_01885_,17.74
_05609_,17.72
_00650_,17.7
_01168_,17.7
_03072_,17.7
_04880_,17.7
_01524_,17.66
_02456_,17.66
_03460_,17.66
_02713_,17.65
_01130_,17.64
_03781_,17.64
net121,17.64
_00279_,17.62
_01701_,17.62
_02523_,17.62
_03123_,17.62
_03261_,17.62
_01147_,17.6
_04465_,17.6
_03564_,17.59
_00186_,17.58
_01217_,17.58
_02365_,17.56
_03067_,17.56
_03453_,17.56
_04786_,17.56
_00219_,17.54
_00457_,17.54
_00773_,17.54
_02027_,17.54
_03976_,17.54
_05349_,17.54
_00131_,17.52
_01098_,17.52
_02334_,17.52
_01418_,17.5
_00517_,17.48
_03319_,17.46
_03853_,17.46
_05668_,17.46
_05671_,17.44
_00523_,17.42
_01095_,17.42
_02263_,17.42
_02910_,17.42
_00701_,17.4
_03811_,17.4
_04121_,17.4
_05102_,17.38
_00321_,17.36
_05154_,17.36
_03175_,17.35
_01263_,17.34
_02568_,17.34
_03109_,17.34
_04451_,17.34
_00939_,17.335
_05203_,17.32
_01025_,17.28
_01161_,17.28
_02359_,17.28
_04241_,17.28
_05224_,17.28
net149,17.28
_05048_,17.26
_02691_,17.25
_00936_,17.24
_03765_,17.24
_00169_,17.22
_00101_,17.18
_00971_,17.18
_02924_,17.18
_04792_,17.18
_00437_,17.16
_02211_,17.16
_02565_,17.16
_03526_,17.16
_04449_,17.16
_03557_,17.14
_04380_,17.14
_05381_,17.14
_02437_,17.12
_00465_,17.1
_01017_,17.1
_04652_,17.1
_03441_,17.09
_00246_,17.08
_04233_,17.08
_05246_,17.08
_05493_,17.08
_01179_,17.06
_01608_,17.06
_01960_,17.04
_04783_,17.04
_00032_,17.02
_03071_,17.02
_03709_,17.005
_03859_,17
_01523_,16.98
_04130_,16.98
_00054_,16.94
_00281_,16.94
_01101_,16.94
_01189_,16.94
_04091_,16.94
_04436_,16.93
_00931_,16.92
_01478_,16.92
_03151_,16.92
_02308_,16.9
_02394_,16.9
_05219_,16.88
_04315_,16.86
_01965_,16.84
_02854_,16.84
_03363_,16.84
_04776_,16.84
_05482_,16.82
_02842_,16.81
_03814_,16.81
_01238_,16.8
_01363_,16.8
_01956_,16.8
_04346_,16.78
_01997_,16.76
product[44],16.76
_03646_,16.755
_00567_,16.74
_02418_,16.74
_05326_,16.74
_01216_,16.72
_02428_,16.7
_02697_,16.7
_05572_,16.7
_02511_,16.69
_01692_,16.68
_05600_,16.68
_01663_,16.66
_00159_,16.64
_01541_,16.64
_02112_,16.64
_02742_,16.64
_04628_,16.64
_00045_,16.62
_00628_,16.62
_01514_,16.62
_03106_,16.62
_00664_,16.6
_01536_,16.6
_05490_,16.6
_05663_,16.6
_00944_,16.58
_02210_,16.58
_02485_,16.58
_02917_,16.58
mplier[28],16.58
_00811_,16.56
_03835_,16.56
_03642_,16.555
_00160_,16.52
_01813_,16.52
_03901_,16.52
_05432_,16.52
_01735_,16.5
_02081_,16.5
_05016_,16.5
_02333_,16.48
_03042_,16.48
_04336_,16.48
_02276_,16.46
_01014_,16.44
_04108_,16.44
_04764_,16.44
_01005_,16.42
_02896_,16.42
_03990_,16.42
_00524_,16.41
_01390_,16.4
_03358_,16.4
_04310_,16.4
_02250_,16.36
_02283_,16.36
_04062_,16.36
_00126_,16.35
_01265_,16.34
_02195_,16.34
_02946_,16.34
_00288_,16.33
_00460_,16.32
_00736_,16.32
_03028_,16.32
_05477_,16.32
_00566_,16.3
_00721_,16.3
_04474_,16.3
_04760_,16.3
_01666_,16.28
_02436_,16.28
_04952_,16.28
_05162_,16.28
_03680_,16.275
_03612_,16.26
_04434_,16.26
_05004_,16.26
_05192_,16.26
_00106_,16.24
_02264_,16.22
_01859_,16.2
_02960_,16.2
_03799_,16.2
_04847_,16.2
_00444_,16.19
_03380_,16.18
_04813_,16.18
_03971_,16.17
_01402_,16.16
_02280_,16.16
_02967_,16.16
_03097_,16.16
_03256_,16.16
_04060_,16.16
_04443_,16.16
_04855_,16.16
_04334_,16.14
_00703_,16.13
_04523_,16.12
_05220_,16.12
_02871_,16.08
_02534_,16.06
_02772_,16.06
_04253_,16.06
_00587_,16.04
_01567_,16.04
_03108_,16.04
_04503_,16.04
_04972_,16.04
_05578_,16.04
_00021_,16.02
_01137_,16.02
_02567_,16.02
_02995_,16.02
_05213_,16
_00935_,15.98
_02119_,15.98
_03389_,15.98
_03575_,15.98
_01544_,15.97
_00116_,15.96
_01869_,15.96
_02346_,15.96
_02972_,15.96
_05183_,15.96
_00225_,15.94
_00459_,15.94
_04483_,15.94
_05251_,15.94
_05515_,15.94
_02724_,15.93
_00844_,15.92
_02114_,15.92
_02784_,15.92
_00683_,15.9
_00702_,15.9
_00734_,15.9
_02200_,15.9
_04366_,15.9
_03596_,15.885
_00682_,15.88
_00705_,15.88
_04395_,15.88
_05595_,15.88
_03350_,15.86
_04218_,15.86
_01328_,15.84
_03472_,15.84
_01068_,15.83
_00114_,15.82
_03753_,15.82
_05156_,15.82
_04335_,15.8
_04933_,15.8
_03383_,15.78
_04246_,15.78
_05119_,15.78
_03492_,15.76
_01737_,15.74
_01826_,15.74
_04698_,15.74
_05018_,15.72
_05130_,15.72
_00222_,15.7
_01143_,15.7
_04311_,15.7
_05513_,15.7
_01507_,15.68
_04135_,15.68
_03280_,15.64
_04741_,15.64
_02807_,15.62
_05245_,15.62
mcand[20],15.62
_01537_,15.6
_01742_,15.6
_05521_,15.595
_03210_,15.58
_02605_,15.56
_03723_,15.56
_03810_,15.56
_05480_,15.56
_05511_,15.56
_05599_,15.56
_01271_,15.54
_00382_,15.52
_01930_,15.52
_02011_,15.52
_03078_,15.52
_04788_,15.52
_01892_,15.5
_02090_,15.5
_00333_,15.48
_00714_,15.48
_02505_,15.48
_03467_,15.48
_04968_,15.48
net151,15.48
_00329_,15.46
_02329_,15.46
_04871_,15.46
_05427_,15.46
mplier[12],15.44
_02354_,15.43
_00221_,15.42
_04440_,15.42
_04167_,15.41
_00129_,15.4
product[42],15.4
_01115_,15.38
_01639_,15.38
_02940_,15.38
_05204_,15.38
_01197_,15.36
_03426_,15.36
_05664_,15.36
_03340_,15.34
_01184_,15.335
_00307_,15.32
_00941_,15.32
_01633_,15.32
_02670_,15.32
_02853_,15.32
_03065_,15.32
_03278_,15.32
_04657_,15.32
_00956_,15.3
_03963_,15.3
_05258_,15.3
_00870_,15.28
_01077_,15.28
_01429_,15.28
_01958_,15.28
_02298_,15.28
_03462_,15.28
_01835_,15.26
_02823_,15.26
_05354_,15.26
_04441_,15.24
_00928_,15.22
_01128_,15.22
_01818_,15.22
_03169_,15.22
_02987_,15.2
_05043_,15.2
_02498_,15.18
_00118_,15.16
_04630_,15.16
_04342_,15.14
_05537_,15.14
_00024_,15.12
_01529_,15.12
_04140_,15.12
_05068_,15.12
net141,15.115
_01190_,15.1
_03626_,15.1
_03919_,15.1
_02260_,15.08
_03927_,15.06
_04853_,15.06
_05069_,15.06
_02783_,15.04
_00027_,15.02
_02017_,15.02
_03864_,15
_04684_,15
_05582_,15
_00309_,14.98
_01831_,14.98
_02072_,14.98
_02249_,14.98
_03517_,14.98
_01505_,14.975
_02472_,14.97
_03325_,14.97
_03279_,14.96
_00836_,14.94
_03159_,14.94
_04845_,14.94
_00744_,14.9
_00911_,14.9
_01306_,14.9
_02542_,14.9
_02690_,14.9
_03934_,14.9
_02891_,14.88
_03295_,14.88
_03045_,14.86
_05202_,14.86
_03895_,14.85
_00431_,14.84
_01699_,14.84
_01803_,14.84
_02486_,14.84
_02623_,14.84
_02739_,14.84
_05429_,14.84
_01733_,14.82
_02244_,14.82
_02715_,14.82
_03838_,14.82
_04357_,14.82
_02317_,14.815
_00135_,14.8
_01458_,14.8
_02168_,14.8
_03671_,14.8
_04174_,14.8
_03508_,14.79
_01167_,14.785
_01548_,14.78
_02058_,14.78
_03870_,14.78
_04529_,14.78
_03729_,14.76
_03226_,14.74
_00292_,14.72
_01926_,14.72
_04473_,14.72
_04728_,14.72
_00838_,14.7
_01754_,14.7
_03129_,14.7
_03737_,14.7
_00858_,14.68
_02162_,14.68
_02506_,14.68
_02872_,14.68
_03486_,14.68
_03615_,14.68
_04322_,14.68
_00215_,14.66
_02748_,14.66
_00163_,14.64
_01299_,14.64
_02681_,14.64
_02857_,14.64
_03469_,14.64
_05365_,14.64
_00315_,14.62
_00820_,14.62
_01370_,14.62
_03436_,14.6
_03923_,14.6
_01646_,14.58
_00502_,14.56
_01695_,14.56
_02596_,14.56
_02869_,14.56
_04245_,14.55
_00458_,14.54
_02592_,14.54
_01264_,14.52
_02077_,14.5
_01584_,14.48
_01929_,14.48
_04341_,14.48
_02026_,14.47
_01052_,14.46
_02822_,14.46
net132,14.445
_03207_,14.44
_04238_,14.44
_04382_,14.44
_05257_,14.44
_00259_,14.42
_00280_,14.42
_00912_,14.42
_05046_,14.42
product[14],14.42
_05262_,14.41
_05444_,14.4
net158,14.395
_00796_,14.38
_01070_,14.38
_01656_,14.38
_03116_,14.38
_04439_,14.38
_04579_,14.38
_01657_,14.36
_03345_,14.36
_04398_,14.36
_00797_,14.34
_01814_,14.34
_03262_,14.34
_03650_,14.34
_04771_,14.34
_01772_,14.33
_01476_,14.32
_00785_,14.3
_01412_,14.28
_00060_,14.26
_00127_,14.26
_00191_,14.26
_01474_,14.26
_02496_,14.26
_02830_,14.24
_03661_,14.24
_02261_,14.22
_03837_,14.22
_05190_,14.22
_02659_,14.21
_00462_,14.19
_03359_,14.185
_03518_,14.18
_03795_,14.18
_03972_,14.18
_05508_,14.18
_04294_,14.17
_00992_,14.16
_01092_,14.16
_01613_,14.16
_04768_,14.14
_05099_,14.14
_03803_,14.12
_01162_,14.1
_01919_,14.1
_03542_,14.1
_04082_,14.1
_00326_,14.08
_01989_,14.08
_03263_,14.08
_00667_,14.06
_00901_,14.06
_01292_,14.06
_01968_,14.06
_03252_,14.06
_03381_,14.06
_00570_,14.05
_00848_,14.04
_02182_,14.04
_03057_,14.04
_00538_,14.02
_02337_,14.02
_02647_,14.02
_00509_,14
_02500_,14
_04255_,14
_00491_,13.98
_01004_,13.98
_03352_,13.98
_05417_,13.98
_05586_,13.965
_01037_,13.96
_02212_,13.96
_03593_,13.96
_01923_,13.94
_03738_,13.94
_05120_,13.94
_05581_,13.94
_03554_,13.935
_00404_,13.92
_01272_,13.92
_04168_,13.92
_01268_,13.9
_02470_,13.9
_04482_,13.9
_04626_,13.9
_01920_,13.88
_03127_,13.88
_02883_,13.86
_03206_,13.86
_05434_,13.86
_04513_,13.855
_04150_,13.85
_01226_,13.82
_02126_,13.82
_03219_,13.82
_03402_,13.82
_04270_,13.82
_00203_,13.8
_00745_,13.8
_01525_,13.8
_02953_,13.8
_03155_,13.8
_04331_,13.8
_00161_,13.78
_00065_,13.76
_00466_,13.76
_01955_,13.76
_02489_,13.76
_03218_,13.76
_05617_,13.76
_00718_,13.74
_04203_,13.74
_00198_,13.72
_02700_,13.72
_03351_,13.72
_00619_,13.7
_04295_,13.7
_05225_,13.7
_00823_,13.69
_01899_,13.69
_00261_,13.68
_00606_,13.68
_01734_,13.68
_04183_,13.68
_05653_,13.68
_00401_,13.66
_01635_,13.66
_03604_,13.66
_03424_,13.64
_04850_,13.64
_05455_,13.64
_02125_,13.625
_03669_,13.62
_04671_,13.62
_00157_,13.6
_01628_,13.6
_01729_,13.6
_02804_,13.6
_03502_,13.6
_00335_,13.58
_01213_,13.58
_05176_,13.58
_02483_,13.56
_03429_,13.56
_02887_,13.54
_03951_,13.54
_04279_,13.54
_00755_,13.52
_03205_,13.52
_04132_,13.52
_00202_,13.5
_00962_,13.5
_02662_,13.5
_03195_,13.5
_03880_,13.5
_05035_,13.5
_05398_,13.5
_02340_,13.48
_03016_,13.48
_00242_,13.46
_00260_,13.46
_01538_,13.46
_02003_,13.46
_03326_,13.46
_04325_,13.46
_04486_,13.46
_04925_,13.46
_01307_,13.42
_05189_,13.42
_04020_,13.4
_04946_,13.4
_05093_,13.4
_05355_,13.4
_01456_,13.38
_01886_,13.38
_05263_,13.38
_05690_,13.38
_00651_,13.36
_01845_,13.36
_02142_,13.36
_02503_,13.36
_04012_,13.36
_04435_,13.36
_04604_,13.36
_05549_,13.36
_00424_,13.34
_03543_,13.34
_04064_,13.34
_04782_,13.34
_05166_,13.34
_05453_,13.34
_05563_,13.34
_05669_,13.34
_01706_,13.32
_01922_,13.31
_03181_,13.3
_04359_,13.3
_00001_,13.28
_00575_,13.28
_04577_,13.27
_00988_,13.26
_01863_,13.26
_02651_,13.26
_03142_,13.26
_04097_,13.255
_02019_,13.24
_01057_,13.22
_03788_,13.22
_04428_,13.22
_04820_,13.2
_03394_,13.18
_04675_,13.18
_01425_,13.165
_00062_,13.16
_03841_,13.16
net145,13.16
_00212_,13.15
_00015_,13.14
_00405_,13.14
_01124_,13.14
